D_64,D_256,D_1536
0.9856476734501388,1.0475038343799459,1.0397666096704317
1.2539806124972839,1.0141456913466196,1.0104179435274656
1.141136868910224,0.9947482467569846,0.9419061668475445
1.1056472294071793,0.9936645705370306,1.0249941114753505
1.1086781589477162,0.9395458124446064,0.9892245945547454
0.7128679283647066,0.9400008835344549,0.9440257126635373
1.2813173575625822,0.9101300635890164,0.9459153170358983
0.876142932343088,0.9447828775884408,1.0343845297399852
1.309020419391261,1.0613849389147867,0.9720923089903719
0.8536169295812933,0.868108379800137,1.054131691781922
0.8992031782879415,1.085491747083907,0.9899903246787717
1.1553115404702994,1.0499751054197821,1.0451747801065279
1.0308099101719321,0.9905353091797789,0.94732742969156
1.1899333119855187,0.9931593609869143,0.9683826708951658
0.9241217141713449,0.8513319726858248,0.9900598751951714
0.9104552927705806,1.1262825874995819,0.9947832078981715
0.8042640806811024,1.0084995417637341,0.9716948227732943
0.9607166525435169,0.9697688163212982,0.9402713044897016
1.0283923982939327,0.931720945963012,0.9785706743803031
0.915881807493598,0.9542802272032359,0.9772743855695483
0.8695390644669515,0.9669103246769657,0.9424690187994771
1.207533904893355,0.9579496392605594,1.0132037818603044
1.0251399683055922,1.1575976913308268,0.9862136418334432
0.8883711137690407,0.9729028090235234,1.0090355699216598
1.0087946263618726,0.9184263406978375,0.9608665669154357
0.9676044945551825,0.9556162337339578,1.030521514969011
1.3002431751078554,0.9756351393518862,0.9662116868805176
1.1012392603199115,1.1372745398026798,0.9577770277622211
0.9947596771270497,0.9318783387901675,1.0305152019738872
1.0827856624561396,0.9898006608088499,0.9805753458152182
0.7077682671528767,1.029283098354764,0.9870187313736983
1.125115608845847,0.9957384353292411,0.9425768277797034
0.9983865049168948,0.9834905554471323,0.9537332290709145
0.9294906751427756,0.995283124545098,1.0011087094079867
0.8292469368188524,1.018836237240841,0.9764788544266981
1.1451721996945574,0.9413947820817012,0.9989804619970375
0.9781087939682601,1.1125817431279599,0.9804301295401227
0.760081305636206,1.0315004752891395,1.0323854394991057
1.0540104168439526,1.1292104407408665,0.9842580871868223
0.7523406028494017,1.020596469801442,1.0162620878574031
